m,meant,maxt,mint,meanb,maxb,minb
 89451,0.7608E-04,0.9012E-04,0.7296E-04,0.9439E+10,0.9809E+10,0.7940E+10
 89501,0.7615E-04,0.8750E-04,0.7343E-04,0.9429E+10,0.9751E+10,0.8183E+10
 89551,0.7548E-04,0.8321E-04,0.7319E-04,0.9512E+10,0.9788E+10,0.8610E+10
 89601,0.7799E-04,0.8893E-04,0.7319E-04,0.9243E+10,0.9793E+10,0.8060E+10
 89651,0.7730E-04,0.9131E-04,0.7319E-04,0.9336E+10,0.9799E+10,0.7854E+10
 89701,0.7660E-04,0.8559E-04,0.7296E-04,0.9394E+10,0.9836E+10,0.8384E+10
 89751,0.7689E-04,0.8750E-04,0.7296E-04,0.9378E+10,0.9842E+10,0.8206E+10
 89801,0.7501E-04,0.8512E-04,0.7319E-04,0.9597E+10,0.9815E+10,0.8440E+10
 89851,0.7532E-04,0.8202E-04,0.7343E-04,0.9559E+10,0.9789E+10,0.8764E+10
 89901,0.7586E-04,0.8273E-04,0.7343E-04,0.9500E+10,0.9794E+10,0.8693E+10
 89951,0.7684E-04,0.9060E-04,0.7391E-04,0.9396E+10,0.9736E+10,0.7943E+10
 90001,0.8011E-04,0.1106E-03,0.7343E-04,0.9133E+10,0.9805E+10,0.6508E+10
 90051,0.7744E-04,0.8559E-04,0.7367E-04,0.9327E+10,0.9779E+10,0.8417E+10
 90101,0.8013E-04,0.9131E-04,0.7367E-04,0.9052E+10,0.9784E+10,0.7894E+10
 90151,0.7918E-04,0.8941E-04,0.7415E-04,0.9132E+10,0.9727E+10,0.8067E+10
 90201,0.8049E-04,0.9656E-04,0.7391E-04,0.9051E+10,0.9763E+10,0.7473E+10
 90251,0.7629E-04,0.8297E-04,0.7367E-04,0.9478E+10,0.9800E+10,0.8702E+10
 90301,0.7668E-04,0.8440E-04,0.7391E-04,0.9443E+10,0.9774E+10,0.8559E+10
 90351,0.8323E-04,0.9656E-04,0.7415E-04,0.8722E+10,0.9748E+10,0.7486E+10
 90401,0.8013E-04,0.9251E-04,0.7510E-04,0.9081E+10,0.9630E+10,0.7818E+10
